"uid","store_name","license_id","account_number","square_feet","buffer_size","address","zip_code","community_area_name_x","community_area_x","ward","census_tract","census_block","x_coordinate","y_coordinate","latitude","longitude","location","community_areas","zip_codes","boundaries_zip_codes","census_tracts","wards","computed_region_awaf_s7ux","KEY","community_area_y","community_area_name_y","birth_rate","low_birth_weight","prenatal_care_beginning_in_first_trimester","preterm_births","teen_birth_rate","infant_mortality_rate","below_poverty_level","crowded_housing","dependency","no_high_school_diploma","per_capita_income","unemployment"
355,"MLB FOOD",1884977,326392,2500,"B","613 E 67TH ST",60637,"WOODLAWN",42,20,17031421200,170314212001005,1181543.40328043,1860685.48074214,41.7729559039,-87.6100578109,"(41.7729559039, -87.6100578109)",9,22260,60,348,4,53,"woodlawn",42,"Woodlawn",15.1,17.4,73.3,16.3,51.1,11.5,28.3,1.8,37.6,17.9,18928,17.3
356,"ALDI'S FOODS BELMONT",1975886,5273,18600,"A","3320 W BELMONT AVE",60618,"AVONDALE",21,35,17031831100,170318311001026,1153595.92766971,1921123.89871911,41.9394051879,-87.7109005918,"(41.9394051879, -87.7109005918)",22,21538,39,138,12,15,"avondale",21,"Avondale",18.5,7.3,74.4,7.5,63.4,5.7,14.6,5.8,30.4,25.7,20489,9.3
357,"BERBATE FRUIT MARKET",1646036,296646,2500,"B","3956 N NARRAGANSETT AVE",60634,"DUNNING",17,38,17031170300,170311703001000,1132942.48460332,1925839.43965795,41.9527315616,-87.7866984426,"(41.9527315616, -87.7866984426)",17,22254,52,444,19,25,"dunning",17,"Dunning",12.5,6.8,82.7,9.9,19.9,4.9,8.3,4.8,34.9,18,26347,8.6
358,"Hegewisch Fruit Market Inc.",2020869,350864,7800,"B","13209 S BALTIMORE AVE",60633,"HEGEWISCH",55,10,17031550100,170315501006033,1199136.35964581,1817923.26242189,41.6551885903,-87.5469994185,"(41.6551885903, -87.5469994185)",52,22250,26,787,47,47,"hegewisch",55,"Hegewisch",13.7,7.7,66.9,13.1,47.1,8.4,12.1,4.4,41.6,17.9,22561,9.6
359,"FRESH BUY FOODS INC",23640,9535,26000,"A","6319 S VERNON AVE",60637,"WOODLAWN",42,20,17031420700,170314207005004,1180379.16410906,1863120.50899498,41.7796646515,-87.6142509361,"(41.7796646515, -87.6142509361)",9,22260,60,332,4,53,"woodlawn",42,"Woodlawn",15.1,17.4,73.3,16.3,51.1,11.5,28.3,1.8,37.6,17.9,18928,17.3
360,"GAYTAN GROCERY STORE",85044,81586,3500,"B","2802 S KOLIN AVE",60623,"SOUTH LAWNDALE",30,22,17031301801,170313018011003,1147806.762131,1884970.12524348,41.8403086304,-87.733107059,"(41.8403086304, -87.733107059)",32,21569,57,205,28,14,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
361,"NORTHWEST FOOD & LIQUOR",1119636,209419,3180,"B","5170 W NORTH AVE",60639,"AUSTIN",25,37,17031250200,170312502001025,1141540.82223376,1910183.37738952,41.9096148952,-87.7554779679,"(41.9096148952, -87.7554779679)",26,22615,2,523,45,4,"austin",25,"Austin",18,15.4,72.9,14.3,81.8,13.3,27,5.7,39,25,15920,21
362,"TAI WAH GROCERY",28038,63654,3200,"B","2226 S WENTWORTH AVE",60616,"ARMOUR SQUARE",34,25,17031841100,170318411004018,1175283.35286558,1889485.2081983,41.8521271977,-87.6321439957,"(41.8521271977, -87.6321439957)",35,21194,40,3,26,8,"armoursquare",34,"Armour Square",11.5,12.4,79.1,11.8,16.2,1.5,35.8,5.9,37.9,37.5,16942,11.6
363,"ALDI",1922075,5273,16615,"A","6621 S COTTAGE GROVE AVE",60637,"WOODLAWN",42,5,17031420800,170314208002008,1182742.13928612,1861187.54991711,41.7743058812,-87.6056480253,"(41.7743058812, -87.6056480253)",9,22260,60,347,33,32,"woodlawn",42,"Woodlawn",15.1,17.4,73.3,16.3,51.1,11.5,28.3,1.8,37.6,17.9,18928,17.3
364,"RICH'S DELI & LIQUOR, INC",16735,6920,3400,"B","857 N WESTERN AVE",60622,"WEST TOWN",24,32,17031242400,170312424002016,1160284.98730894,1905888.0401877,41.8974609845,-87.6867385577,"(41.8974609845, -87.6867385577)",25,21560,4,541,41,16,"westtown",24,"West Town",18.8,9.1,75.5,10.8,49.2,5.1,15.7,2,22.9,13.4,39596,6
365,"WALGREENS # 06297",1248924,147,,"A","6016 W 63RD ST",60638,"CLEARING",64,23,17031640300,170316000000000,1137276.865,1862177.824,41.77795816,-87.7722942,"(41.77795816, -87.7722942)",62,22268,7,265,15,35,"clearing",64,"Clearing",14.6,7.4,85.8,8,38.7,6.7,5.9,3.4,36.4,18.5,23920,9.6
366,"TREASURE ISLAND FOODS",1319,85291,10001,"A","680 N LAKE SHORE DR",60611,"NEAR NORTH SIDE",8,42,17031081401,170310814012011,1179588.03643583,1905071.17066468,41.8947983703,-87.6158666457,"(41.8947983703, -87.6158666457)",37,21182,6,158,36,22,"nearnorthside",8,"Near North Side",10.7,8.6,69.7,9.6,34,6.5,13.4,2,23.3,3.4,87163,5.2
367,"DISCOUNT MEAT COMPANY",13820,6377,4160,"B","339 W 79TH ST",60620,"CHATHAM",44,17,17031842400,170318424002003,1175247.3682053,1852518.39354116,41.7506874405,-87.6333809292,"(41.7506874405, -87.6333809292)",40,21554,59,1,31,17,"chatham",44,"Chatham",14.4,15.4,72.5,15.6,68.2,10.9,25.3,2.2,40,13.7,20320,19
368,"ORIENTAL ASIA MARKET INC.",1903198,330517,7500,"B","4932 N SHERIDAN RD",60640,"UPTOWN",3,46,17031031200,170310312004004,1168693.63017104,1933319.41905255,41.9725559281,-87.6550576698,"(41.9725559281, -87.6550576698)",31,22616,15,634,16,37,"uptown",3,"Uptown",13.1,8.3,77.7,10.3,35.1,6.5,22.7,4.6,22.2,13.6,32355,7.7
369,"VIET HOA PLAZA",10540,85532,6174,"B","1051 W ARGYLE ST",60640,"UPTOWN",3,48,17031031200,170310312002000,1168165.7555058,1933540.49160848,41.9731740098,-87.6569923349,"(41.9731740098, -87.6569923349)",31,22616,15,634,16,40,"uptown",3,"Uptown",13.1,8.3,77.7,10.3,35.1,6.5,22.7,4.6,22.2,13.6,32355,7.7
370,"POLONIA FOOD MART",6455,3630,10001,"A","1956 W ARMITAGE AVE",60622,"LOGAN SQUARE",22,32,17031832300,170318323001065,1162748.60204819,1913344.48943029,41.9178707156,-87.6774806152,"(41.9178707156, -87.6774806152)",23,21560,16,209,40,16,"logansquare",22,"Logan Square",18.2,7.2,78.2,9.4,66.1,4.3,17.2,3.2,26.7,18.5,29026,7.5
371,"ALDI INC #10",14002,5273,15540,"A","4501 S PULASKI RD",60632,"ARCHER HEIGHTS",57,14,17031570100,170315701001024,1150478.90619054,1874473.04133101,41.8114515422,-87.7235746544,"(41.8114515422, -87.7235746544)",54,22248,56,563,8,49,"archerheights",57,"Archer Heights",18.1,8.7,74.3,10,50.3,5.2,13,8.5,40.5,36.4,16145,14.2
372,"ONE STOP",2032029,352811,2500,"B","4401 W MADISON ST",60624,"WEST GARFIELD PARK",26,28,17031260500,170312605001000,1147026.59189039,1899610.81555468,41.8804994508,-87.735595961,"(41.8804994508, -87.735595961)",27,21572,30,716,23,11,"westgarfieldpark",26,"West Garfield Park",20.1,17,71.4,17.5,114.9,19,40.3,8.9,42.5,26.2,10951,25.2
373,"EL BARRIO GROCERY",42681,16221,10001,"A","3938 W NORTH AVE",60647,"HUMBOLDT PARK",23,30,17031230400,170312307004007,1149716.51970414,1910383.15713151,41.9100080401,-87.7254384633,"(41.9100080401, -87.7254384633)",24,22535,1,391,49,27,"humboldtpark",23,"Humboldt Park",19.2,12.3,70.9,11.7,77.9,9.8,32.6,11.2,38.3,36.8,13391,12.3
374,"AARAY GROCERY",1900,62541,10001,"A","2601 N HALSTED ST",60614,"LINCOLN PARK",7,43,17031070200,170310702001009,1170536.07056506,1917537.59576083,41.929209817,-87.648746265,"(41.929209817, -87.648746265)",68,21190,16,794,34,51,"lincolnpark",7,"Lincoln Park",13.2,6.6,75.7,7.8,2.1,2.4,11.8,0.6,20.4,4.3,71403,4.5
375,"BROADWAY SUPERMARKET",50737,17352,15000,"A","4879 N BROADWAY",60640,"UPTOWN",3,48,17031031200,170310312002005,1167467.56930817,1932805.1043854,41.9711711808,-87.659580975,"(41.9711711808, -87.659580975)",31,22616,15,634,39,40,"uptown",3,"Uptown",13.1,8.3,77.7,10.3,35.1,6.5,22.7,4.6,22.2,13.6,32355,7.7
376,"FOODSMART",46295,16644,3500,"B","3415 W DIVERSEY AVE",60647,"LOGAN SQUARE",22,35,17031220602,170312206025000,1153071.52126485,1918367.83820033,41.9318527752,-87.7129012497,"(41.9318527752, -87.7129012497)",23,22535,1,72,12,15,"logansquare",22,"Logan Square",18.2,7.2,78.2,9.4,66.1,4.3,17.2,3.2,26.7,18.5,29026,7.5
377,"SAFAH FOOD & LIQUOR INC",14103,6462,3000,"B","7105 S RACINE AVE",60636,"ENGLEWOOD",68,17,17031681400,170316814002001,1169589.67948968,1857650.99339079,41.7648964002,-87.6539648335,"(41.7648964002, -87.6539648335)",66,22257,11,512,32,17,"englewood",68,"Englewood",20,14.5,69.7,13.1,105.3,13.4,42.2,4.8,43.4,29.4,11993,21.3
378,"MORGAN FOOD CORP LLC",1270949,250439,3500,"B","6600 S MORGAN ST",60621,"ENGLEWOOD",68,17,17031681000,170316810003009,1170741.1720107,1861024.59862592,41.7741289538,-87.6496459973,"(41.7741289538, -87.6496459973)",66,21559,11,436,32,17,"englewood",68,"Englewood",20,14.5,69.7,13.1,105.3,13.4,42.2,4.8,43.4,29.4,11993,21.3
379,"THE PRODUCE CENTER",44723,16464,12000,"A","5820 N MILWAUKEE AVE",60646,"NORWOOD PARK",10,45,17031100100,170311001002047,1135086.80915268,1938439.54684566,41.9872696368,-87.7785157048,"(41.9872696368, -87.7785157048)",36,22532,18,656,50,20,"norwoodpark",10,"Norwood Park",10.4,4.9,89.4,8.3,3.4,4.4,5.9,2.3,40.6,13.5,31659,7.3
380,"DOMINICKS #2889",2042084,5033,48735,"A","5233 N LINCOLN AVE",60625,"LINCOLN SQUARE",4,40,17031040202,170310402022002,1158559.96590158,1934822.6932262,41.9768950984,-87.6922796678,"(41.9768950984, -87.6922796678)",6,21849,20,29,24,46,"lincolnsquare",4,"Lincoln Square",17.1,8.1,80.5,9.7,38.4,3.8,9.5,3.1,25.6,12.5,35503,6.8
381,"WALGREENS #226",18468,147,,"A","4005 W 26TH ST",60623,"SOUTH LAWNDALE",30,22,17031301802,170313000000000,1150066.399,1886383.94,41.84414469,-87.72477825,"(41.84414469, -87.72477825)",32,21569,57,194,28,14,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
382,"ALDI INC.#94",14010,5273,10001,"A","6025 S WESTERN AVE",60636,"CHICAGO LAWN",66,16,17031835000,170318350001001,1161445.94463379,1864537.2371817,41.7839658423,-87.6836233778,"(41.7839658423, -87.6836233778)",64,22257,23,111,2,19,"chicagolawn",66,"Chicago Lawn",20.1,9.4,78.4,10.8,67.4,11.1,22.2,6.5,40,31.6,14405,11.9
383,"JOE'S FOOD AND LIQUOR DEPOT",1575140,286898,4000,"B","5834 W FULLERTON AVE",60639,"BELMONT CRAGIN",19,30,17031190602,170311906023021,1136930.5826542,1915391.95803501,41.9239918266,-87.7722891067,"(41.9239918266, -87.7722891067)",19,22615,2,58,21,27,"belmontcragin",19,"Belmont Cragin",20,6.9,74.1,7.6,68.2,5.6,18.6,10,36.9,37,15246,11.5
384,"TREASURE ISLAND FOODS",1315,85291,10001,"A","2121 N CLYBOURN AVE",60614,"LINCOLN PARK",7,43,17031832500,170318325002021,1167009.00433731,1914116.86409733,41.919899684,-87.6618055364,"(41.919899684, -87.6618055364)",68,21190,16,210,11,51,"lincolnpark",7,"Lincoln Park",13.2,6.6,75.7,7.8,2.1,2.4,11.8,0.6,20.4,4.3,71403,4.5
385,"JEWEL FOOD STORE #3296",1392,259,29421,"A","7342 W FOSTER AVE",60656,"NORWOOD PARK",10,41,17031100500,170311005002003,1126189.31717408,1933745.776873,41.9745429477,-87.8113468842,"(41.9745429477, -87.8113468842)",36,4448,31,735,29,34,"norwoodpark",10,"Norwood Park",10.4,4.9,89.4,8.3,3.4,4.4,5.9,2.3,40.6,13.5,31659,7.3
386,"THREE R FOOD",1943396,339315,3000,"B","2712 W MONTROSE AVE",60618,"ALBANY PARK",14,33,17031140800,170311408002016,1157408.39410641,1929156.72352527,41.961370945,-87.6966693474,"(41.961370945, -87.6966693474)",14,21538,20,258,20,2,"albanypark",14,"Albany Park",18.3,8.5,73.3,8.3,44.5,4.9,17.1,11.2,32.1,34.9,20355,9
387,"CERMAK PRODUCE",1476657,273150,15000,"A","1711 W CERMAK RD",60608,"LOWER WEST SIDE",31,25,17031843200,170318432002043,1165248.86685433,1889420.24051281,41.8521678636,-87.6689750407,"(41.8521678636, -87.6689750407)",33,14920,43,126,26,8,"lowerwestside",31,"Lower West Side",16.5,4.5,80.8,8.8,49,5.4,27.2,10.4,35.2,44.3,15467,13
388,"PUERTO RICO FOOD & LIQUORS",2033049,353309,2500,"B","2559 W AUGUSTA BLVD",60622,"WEST TOWN",24,26,17031242500,170312425002002,1158919.05674758,1906519.38109683,41.8992215766,-87.6917381162,"(41.8992215766, -87.6917381162)",25,21560,4,542,49,10,"westtown",24,"West Town",18.8,9.1,75.5,10.8,49.2,5.1,15.7,2,22.9,13.4,39596,6
389,"CARNICERIA LA AZTECA",1354069,262231,2500,"B","7067 N CLARK ST",60626,"ROGERS PARK",1,49,17031010702,170310107021002,1163376.5213785,1947274.50192836,42.0109629527,-87.6742146577,"(42.0109629527, -87.6742146577)",10,21853,9,49,5,3,"rogerspark",1,"Rogers Park",16.4,11,73,11.2,40.8,6.4,22.7,7.9,28.8,18.1,23714,7.5
390,"WHOLE FOODS MARKET",1678048,86298,19740,"A","3640 N HALSTED ST",60613,"LAKE VIEW",6,44,17031061000,170310610001009,1170228.55591859,1924572.20180039,41.948519803,-87.6496701249,"(41.948519803, -87.6496701249)",57,21186,53,727,25,38,"lakeview",6,"Lake View",13.5,6.3,79.1,8.1,15.8,2.2,10.5,1.2,16.5,2.9,58227,4.7
391,"HONG KONG MARKET",1892499,64229,46300,"A","520 W 24TH PL",60616,"ARMOUR SQUARE",34,25,17031841100,170318411003017,1172894.13850083,1888048.21136961,41.8482371659,-87.6409555275,"(41.8482371659, -87.6409555275)",35,21194,40,3,48,8,"armoursquare",34,"Armour Square",11.5,12.4,79.1,11.8,16.2,1.5,35.8,5.9,37.9,37.5,16942,11.6
392,"WALGREENS #2923",18551,147,,"A","6330 S DR MARTIN LUTHER KING JR DR",60637,"GREATER GRAND CROSSING",69,20,17031842500,170318000000000,1179971.443,1862983.346,41.77929761,-87.61574988,"(41.77929761, -87.61574988)",67,22260,60,122,4,53,"greatergrandcrossing",69,"Greater Grand Crossing",18.2,12.9,72.3,15.1,84.3,14.2,25.6,4.2,42.9,17.9,17213,18.9
393,"JEWEL FOOD STORE #3030",1000572,259,31951,"A","7530 S STONY ISLAND AVE",60649,"SOUTH SHORE",43,5,17031834200,170318342004016,1188080.65196114,1855220.31861046,41.7578056585,-87.586268258,"(41.7578056585, -87.586268258)",39,22538,61,188,35,32,"southshore",43,"South Shore",15.7,13.8,71.9,13.4,65.9,11.4,31.5,2.9,37.6,14.9,18366,17.7
394,"CERMAK PRODUCE NO.4",69608,21223,17000,"A","2701 W NORTH AVE",60647,"WEST TOWN",24,26,17031241000,170312410002000,1158110.21738996,1910489.415016,41.9101322404,-87.6946003939,"(41.9101322404, -87.6946003939)",25,22535,4,288,49,10,"westtown",24,"West Town",18.8,9.1,75.5,10.8,49.2,5.1,15.7,2,22.9,13.4,39596,6
395,"RAINBOW FINER FOOD & LIQUOR",9138,4236,3500,"B","6316 S ASHLAND AVE",60636,"WEST ENGLEWOOD",67,16,17031671200,170316712001000,1166715.98271409,1862739.74765571,41.7789224055,-87.6643526811,"(41.7789224055, -87.6643526811)",65,22257,23,280,2,19,"westenglewood",67,"West Englewood",20.3,16.1,63.6,13.8,116.9,13.3,32.3,6.9,40.9,30.3,10559,34.7
396,"MUNCHIES ON LARRABEE",2073925,210118,2500,"B","1012 N LARRABEE ST",60610,"NEAR NORTH SIDE",8,27,17031842200,170318422001074,1172113.3417302,1907214.70419527,41.9008485875,-87.6432555365,"(41.9008485875, -87.6432555365)",37,14926,54,108,46,41,"nearnorthside",8,"Near North Side",10.7,8.6,69.7,9.6,34,6.5,13.4,2,23.3,3.4,87163,5.2
397,"ALDI INC STORE #95",14011,5273,37000,"A","2333 E 95TH ST",60617,"SOUTH DEERING",51,7,17031510300,170315103001005,1193541.80334016,1842389.98947244,41.722466242,-87.5666730521,"(41.722466242, -87.5666730521)",48,21202,25,252,37,43,"southdeering",51,"South Deering",15.8,14.9,76.9,15.7,65.3,11.8,24.5,6,41.4,21.9,15506,11.8
398,"MI MEXICO GROCERY",1494240,277614,2600,"B","2601 W 59TH ST",60629,"CHICAGO LAWN",66,16,17031835000,170318350005001,1160033.93403596,1865405.02879372,41.7863763432,-87.688776514,"(41.7863763432, -87.688776514)",64,21867,58,111,2,19,"chicagolawn",66,"Chicago Lawn",20.1,9.4,78.4,10.8,67.4,11.1,22.2,6.5,40,31.6,14405,11.9
399,"ALDI FOODS STORE #30",14000,5273,14860,"A","4030 W WRIGHTWOOD AVE",60639,"LOGAN SQUARE",22,31,17031220702,170312207022005,1148929.31748378,1917009.95006273,41.9282078544,-87.728158558,"(41.9282078544, -87.728158558)",23,22615,2,107,17,7,"logansquare",22,"Logan Square",18.2,7.2,78.2,9.4,66.1,4.3,17.2,3.2,26.7,18.5,29026,7.5
400,"KEY FOOD LIQUOR",17551,7109,3800,"B","13355 S INDIANA AVE",60827,"RIVERDALE",54,9,17031540101,170315401012014,1179993.59432267,1816584.55576124,41.6519728186,-87.6170837363,"(41.6519728186, -87.6170837363)",51,4460,47,10,43,30,"riverdale",54,"Riverdale",12.5,15.3,74.1,16.5,64.5,8.7,61.4,5.1,50.2,24.6,8535,26.4
401,"EUROPA GALLERIA INC",1299537,253902,6500,"B","340 W SUPERIOR ST",60610,"NEAR NORTH SIDE",8,42,17031081800,170310818002018,1173771.57332863,1905338.26466162,41.8956627719,-87.637220715,"(41.8956627719, -87.637220715)",37,4446,55,652,36,22,"nearnorthside",8,"Near North Side",10.7,8.6,69.7,9.6,34,6.5,13.4,2,23.3,3.4,87163,5.2
402,"PERSONAL LIQUORS INC",8913,4189,6000,"B","4241 W MADISON ST",60624,"WEST GARFIELD PARK",26,28,17031260600,170312606001000,1147946.91924042,1899631.72853535,41.8805391992,-87.7322160373,"(41.8805391992, -87.7322160373)",27,21572,30,717,23,11,"westgarfieldpark",26,"West Garfield Park",20.1,17,71.4,17.5,114.9,19,40.3,8.9,42.5,26.2,10951,25.2
403,"SAVE-A-LOT   #856",1222884,216203,12000,"A","5555 W NORTH AVE",60639,"AUSTIN",25,37,17031250700,170312507004001,1138898.64555692,1910041.70567455,41.9092745667,-87.765187785,"(41.9092745667, -87.765187785)",26,22615,5,599,45,4,"austin",25,"Austin",18,15.4,72.9,14.3,81.8,13.3,27,5.7,39,25,15920,21
404,"GILMART'S  FOOD & LIQUOR",22715,9350,10001,"A","5044 S ARCHER AVE",60632,"ARCHER HEIGHTS",57,14,17031570300,170315703002016,1149831.67509607,1870805.56732263,41.8014000331,-87.7260437419,"(41.8014000331, -87.7260437419)",54,22248,56,697,8,49,"archerheights",57,"Archer Heights",18.1,8.7,74.3,10,50.3,5.2,13,8.5,40.5,36.4,16145,14.2
405,"ANAR INC",31219,14297,10001,"A","935 E 79TH ST",60619,"CHATHAM",44,8,17031440101,170314401011006,1183972.09052548,1852784.31380035,41.7512179339,-87.6014014102,"(41.7512179339, -87.6014014102)",40,21546,61,247,35,9,"chatham",44,"Chatham",14.4,15.4,72.5,15.6,68.2,10.9,25.3,2.2,40,13.7,20320,19
406,"CLYBOURN MARKET",40522,15968,3500,"B","2807 N CLYBOURN AVE",60618,"NORTH CENTER",5,1,17031051400,170310514002008,1162477.18043686,1918702.51814033,41.9325791837,-87.678327456,"(41.9325791837, -87.678327456)",46,21538,39,616,40,24,"northcenter",5,"North Center",22.4,9.1,80.4,9.8,8.4,2.7,7.1,0.2,25.5,5.4,51615,4.5
407,"SERRELLI'S FOODS",6981,62794,4000,"B","6454 W NORTH AVE",60707,"AUSTIN",25,36,17031250500,170312505002029,1132926.40115027,1909986.63248119,41.909229895,-87.7871288207,"(41.909229895, -87.7871288207)",26,4454,3,598,7,39,"austin",25,"Austin",18,15.4,72.9,14.3,81.8,13.3,27,5.7,39,25,15920,21
408,"FOOD 4 LESS",1928152,251246,63506,"A","112 W 87TH ST",60620,"CHATHAM",44,21,17031842400,170318424002040,1176892.36521449,1847318.00137301,41.7363800456,-87.627509219,"(41.7363800456, -87.627509219)",40,21554,59,1,13,18,"chatham",44,"Chatham",14.4,15.4,72.5,15.6,68.2,10.9,25.3,2.2,40,13.7,20320,19
409,"DOMINICK'S #153/2153",41678,5033,68000,"A","424 W DIVISION ST",60610,"NEAR NORTH SIDE",8,27,17031080400,170310804002003,1173143.88490415,1908329.18076732,41.9038839611,-87.6394372016,"(41.9038839611, -87.6394372016)",37,14926,54,309,46,41,"nearnorthside",8,"Near North Side",10.7,8.6,69.7,9.6,34,6.5,13.4,2,23.3,3.4,87163,5.2
410,"SUPER JIM'S",37540,33441,4500,"B","5147 W DIVISION ST",60651,"AUSTIN",25,37,17031251100,170312511004002,1141624.10205595,1907462.59596869,41.9021472222,-87.7552393884,"(41.9021472222, -87.7552393884)",26,4299,5,585,45,4,"austin",25,"Austin",18,15.4,72.9,14.3,81.8,13.3,27,5.7,39,25,15920,21
411,"ALDI FOODS -STORE #04",13988,5273,12500,"A","800 N KEDZIE AVE",60651,"HUMBOLDT PARK",23,27,17031836600,170318366001013,1154853.93641042,1905175.14241461,41.8956153135,-87.7067053251,"(41.8956153135, -87.7067053251)",24,4299,5,150,46,41,"humboldtpark",23,"Humboldt Park",19.2,12.3,70.9,11.7,77.9,9.8,32.6,11.2,38.3,36.8,13391,12.3
412,"A & G LIQUORS",44373,35423,4800,"B","6945 S STATE ST",60637,"GREATER GRAND CROSSING",69,6,17031690400,170316904003005,1177546.71515744,1858784.7080415,41.7678312792,-87.6247659397,"(41.7678312792, -87.6247659397)",67,22260,60,514,32,31,"greatergrandcrossing",69,"Greater Grand Crossing",18.2,12.9,72.3,15.1,84.3,14.2,25.6,4.2,42.9,17.9,17213,18.9
413,"BUSY BEE SUPERMARKET",1974525,343785,2500,"B","5659 S ASHLAND AVE",60636,"WEST ENGLEWOOD",67,16,17031670200,170316702001016,1166685.29217774,1866951.27675413,41.7904800194,-87.6643450657,"(41.7904800194, -87.6643450657)",65,22257,23,384,2,19,"westenglewood",67,"West Englewood",20.3,16.1,63.6,13.8,116.9,13.3,32.3,6.9,40.9,30.3,10559,34.7
414,"LUCIANO'S GROCERY-18TH ST",1380524,265429,6000,"B","1714 W 18TH ST",60608,"LOWER WEST SIDE",31,25,17031310800,170313108001010,1165111.72279619,1891492.25220952,41.8578565675,-87.6694195956,"(41.8578565675, -87.6694195956)",33,14920,43,343,26,8,"lowerwestside",31,"Lower West Side",16.5,4.5,80.8,8.8,49,5.4,27.2,10.4,35.2,44.3,15467,13
415,"CRESPO'S FOOD MART",40132,15902,2800,"B","4353 W MADISON ST",60624,"WEST GARFIELD PARK",26,28,17031260600,170312606001001,1147155.41643154,1899613.73354635,41.880504995,-87.7351228503,"(41.880504995, -87.7351228503)",27,21572,30,717,23,11,"westgarfieldpark",26,"West Garfield Park",20.1,17,71.4,17.5,114.9,19,40.3,8.9,42.5,26.2,10951,25.2
416,"ARMITAGE PRODUCE INC",1771323,4469,14340,"A","2007 N KIMBALL AVE",60647,"LOGAN SQUARE",22,35,17031221100,170312211002029,1153421.13878101,1913162.67174773,41.9175624189,-87.7117551087,"(41.9175624189, -87.7117551087)",23,22535,1,321,49,15,"logansquare",22,"Logan Square",18.2,7.2,78.2,9.4,66.1,4.3,17.2,3.2,26.7,18.5,29026,7.5
417,"RODRIGUEZ FRUITS & VEGETABLE",18231,7487,2626,"B","2458 S ST LOUIS AVE",60623,"SOUTH LAWNDALE",30,22,17031300700,170313007003004,1153392.17652893,1887204.05267518,41.8463298609,-87.7125513997,"(41.8463298609, -87.7125513997)",32,21569,57,755,28,14,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
418,"JEWEL FOOD STORE #3368",1226337,259,31600,"A","550 N STATE ST",60610,"NEAR NORTH SIDE",8,42,17031081600,170310816001003,1176227.75310518,1904177.07367272,41.8924213661,-87.6282348711,"(41.8924213661, -87.6282348711)",37,4446,55,669,36,22,"nearnorthside",8,"Near North Side",10.7,8.6,69.7,9.6,34,6.5,13.4,2,23.3,3.4,87163,5.2
419,"JEWEL FOOD STORE #3721",1225534,259,49513,"A","6107 S ARCHER AVE",60638,"GARFIELD RIDGE",56,23,17031560800,170315608002027,1137719.72997073,1868155.80038455,41.7943548532,-87.7705271521,"(41.7943548532, -87.7705271521)",53,22268,7,587,6,35,"garfieldridge",56,"Garfield Ridge",13.4,8,81.7,9.5,33.7,4.5,9,2.6,39.5,19.4,24684,8.1
420,"SUPERMERCADO LA CHIQUTIA # 4",49303,89325,10001,"A","2623 S PULASKI RD",60623,"SOUTH LAWNDALE",30,22,17031301701,170313017013005,1150175.89520294,1886162.4972398,41.8435348913,-87.7243821794,"(41.8435348913, -87.7243821794)",32,21569,57,227,28,14,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
421,"INTERNATIONAL SUPERMARKET INC",16712,6917,7500,"B","4556 S ASHLAND AVE",60609,"NEW CITY",61,3,17031610400,170316104001000,1166403.29429987,1874268.61807323,41.8105656774,-87.6651705169,"(41.8105656774, -87.6651705169)",59,14924,37,738,3,12,"newcity",61,"New City",21.4,11.8,75.9,12.2,94.3,7.9,30.6,12.2,42,42.4,12524,17.4
422,"WEST LAWN FOODS",1591726,289367,17000,"A","5838 S PULASKI RD",60629,"WEST ELSDON",62,13,17031620300,170316203002019,1150664.38057311,1865421.22882274,41.7866084095,-87.7231300289,"(41.7866084095, -87.7231300289)",60,21867,58,773,15,23,"westelsdon",62,"West Elsdon",20.8,4.6,81.2,7.5,45.5,8.1,9.8,8.7,38.7,39.6,16938,13.5
423,"LA NUEVA IMAGEN GROCERY, INC.",1804216,315282,3000,"B","2459 S MILLARD AVE",60623,"SOUTH LAWNDALE",30,22,17031300600,170313006002001,1152475.40102798,1887185.50683255,41.8462971046,-87.7159164295,"(41.8462971046, -87.7159164295)",32,21569,57,754,28,14,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
424,"S & T PROVISION CO INC",12173,6018,10001,"A","3804 W 111TH ST",60655,"MOUNT GREENWOOD",74,19,17031740300,170317403001022,1152946.91290339,1830759.51987498,41.6914459103,-87.7156731039,"(41.6914459103, -87.7156731039)",73,4447,33,369,42,33,"mountgreenwood",74,"Mount Greenwood",12.5,8.4,94.5,15.1,7.7,3.3,3.1,1.1,37,4.5,34221,6.9
