address,categories,city,cuisines,latitude,longitude,name,neighborhoods,postalCode
5231 S Woodlawn Avenue,"Chinese Restaurants,Asian Restaurants,Caterers,Fast Food Restaurants,Restaurant Delivery Service,Restaurants,Take Out Restaurants",Chicago,"Chinese Restaurants,Asian Restaurants,Caterers,Fast Food Restaurants,Restaurant Delivery Service,Restaurants,Take Out Restaurants,Asian,Delivery,Take Out,Fast Food,Chinese",41.80028,-87.59658,Nicky's Chinese Food,"Far South Chicago,Hyde Park",60615
7829 S Western Ave,"Carry-out food,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants",Chicago,Family Style Restaurants,41.751152,-87.68288,Nicky's Restaurant,"Wrightwood, Gresham, South Side",60620
3559 E 106th Street,"Greek Restaurants,Mediterranean Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Mediterranean,Greek Restaurants,Mediterranean Restaurants,Continental,Fast Food Restaurants,Fast Food,European,Greek,Restaurants",41.70247,-87.53665,Nicky'Z Gyros,"East Side,Far South Chicago",60617
4601 S Pulaski Rd,"Hot Dog Joint,Hamburgers & Hot Dogs,American Restaurants,Take Out,Seafood Restaurants,Mediterranean Restaurants,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Hot Dog Joint and Fast Food Restaurant Archer Heights,Restaurants,Sandwich Shops",Chicago,Fast Food Restaurants,41.809608,-87.723462,Nickys Hot Dogs,"Southwest Side, Archer Heights",60632
3559 E 106th St,"Greek Restaurants,Mediterranean Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Fast Food Restaurants,Greek",41.7025,-87.5367,Nizky'z Gyros,"Far South Chicago, East Side",60617
7109 N Clark Street,"Italian Restaurants,Caterers,Fast Food Restaurants,Pizza,Restaurants,Take Out Restaurants",Chicago,"Italian Restaurants,Caterers,Fast Food Restaurants,Pizza,Restaurants,Take Out Restaurants,Take Out,Fast Food,Italian,European,Continental",42.01181,-87.67443,Nueva Italy Pizzeria,"North Side,Rogers Park",60626
205 W Monroe Street,"Mediterranean Restaurants,Bar and Grills,Caterers,Delicatessens,Fast Food Restaurants,Greek Restaurants,Health Food Restaurants,Middle Eastern Restaurants,Restaurant Delivery Service,Restaurants,Sandwich Shops,Take Out Restaurants,Vegan Restaurants,Vegetarian Restaurants",Chicago,"Mediterranean Restaurants,Bar and Grills,Caterers,Delicatessens,Fast Food Restaurants,Greek Restaurants,Health Food Restaurants,Middle Eastern Restaurants,Restaurant Delivery Service,Restaurants,Sandwich Shops,Take Out Restaurants,Vegan Restaurants,Vegetarian Restaurants",41.88038,-87.63411,Olive Mediterranean Grill,"Central Chicago,The Loop",60606
4658 N Western Ave,"Carry-out food,Caterers,Catering Companies,Soup Restaurants,Thai Restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants,Asian Restaurants,Restaurant,Seafood Restaurants,Food Dining,Thai restaurants,Thai,Noodle Shop Restaurants,Thai Restaurant,Catering,Food",Chicago,"Caterers,Thai Restaurants,Seafood,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Noodle Shop,Asian,Restaurants,Asian Restaurants,Seafood Restaurants,Soups,Thai",41.9665,-87.689,Opart Thai House Restaurant,"North Side,Ravenswood,North Side, Ravenswood",60625
515 S State St,"Asian Restaurants,Restaurant,Take Out,Carry-out food,Chinese Restaurants,Chicago,Fast Food,Chinese,Fast Food Restaurants,Restaurants,Chinese restaurants",Chicago,"Quick Bites,Fast Food,Chinese,Asian",41.8752,-87.6271,Panda Express,south-loop-near-south,60605
110 W Monroe St,"Take Out,Chinese Restaurants,Chinese Restaurant The Loop,Fast Food,Fast Food Restaurants,Carry Out,Family-Friendly Dining,Restaurants,Mastercard Accepted,Visa Accepted,Asian Restaurants,Restaurant,Chinese Restaurant,Lunch Spot,Chinese,American Express Accepted,Catering,Discover Accepted",Chicago,"Fast Food,Chinese",41.8807,-87.6313,Panda Express,loop,60603
113 S Clinton St,"Take Out,Carry-out food,Chinese Restaurants,Chicago,Fast Food Restaurants,Restaurants,Asian Restaurants,Restaurant,Chinese Restaurant West Loop,West-side,meal - Lunch,Chinese,neighborhood - west-loop-greektown,;area - west-side,Catering,cuisine - chinese,Chinese restaurants",Chicago,Chinese,41.8802,-87.6411,Panda Express,west-loop-greektown,60661
7355 N Clark St,"Restaurant,Greek Restaurant,Greek Restaurant and Fast Food Restaurant Rogers Park,Greek Restaurants,Turkish restaurants,Mediterranean Restaurants,Greek Restaurant and Fast Food Restaurant,Fast Food Restaurant,Fast Food Restaurants,Armenian restaurants,Greek restaurants,Restaurants",Chicago,"Greek,Greek Restaurants,Fast Food Restaurants,Mediterranean Restaurants,Restaurants,Mediterranean,Fast Food,European,Continental",42.014927,-87.674914,Parkside Gyros,"North Side,Rogers Park,North Side, Rogers Park",60626
6022 N Broadway Street,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants",Chicago,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Burgers,American,Hot Dogs,Fast Food",41.99164,-87.66045,Patio Beef,"Edgewater Glen,North Side,Edgewater",60660
5700 S Cicero Ave,"Restaurant,Greek Restaurant,Greek Restaurants,Turkish restaurants,Mediterranean Restaurants,Fast Food Restaurant,Breakfast Brunch and Lunch Restaurants,,Armenian restaurants,Family Style Restaurants,Greek restaurants,Greek,Restaurants",Chicago,"Family Style,Mediterranean,Breakfast,Greek Restaurants,Mediterranean Restaurants,Continental,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Brunch and Lunch,European,Greek,Restaurants",41.7957,-87.7668,Pegasus On The Fly,"Midway Airport,Southwest Side",60638
759 W 69th St,"Greek Restaurants,Mediterranean Restaurants,Fast Food Restaurants,Restaurants,retail",Chicago,"Mediterranean,Greek Restaurants,Mediterranean Restaurants,Continental,Fast Food Restaurants,Fast Food,European,Greek,Restaurants",41.7688,-87.644,Philly Gyros,"South Side,Englewood,Englewood, Southwest Side,South Side, Englewood",60621
5914 W Lawrence Avenue,"Vietnamese Restaurants,Asian Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Chicago,"Vietnamese Restaurants,Asian Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants,Vietnamese,Asian,Take Out,Fast Food",41.96772,-87.77542,Pho Number One,"Jefferson Park,Northwest Side",60630
1250 S Michigan Avenue,"American Restaurants,Caterers,Greek Restaurants,Mediterranean Restaurants,Fast Food Restaurants,Health Food Restaurants,Vegetarian Restaurants,Restaurants,Middle Eastern Restaurants,Sandwich Shops",Chicago,"Caterers,Greek Restaurants,Fast Food Restaurants,Health Food Restaurants,Fast Food,Restaurants,American Restaurants,Mediterranean,Middle Eastern,Mediterranean Restaurants,Vegetarian Restaurants,Greek,Middle Eastern Restaurants,Sandwich Shops",41.86658,-87.62426,Pita Heaven Restaurant,"South Loop,Central Chicago",60605
5109 S Pulaski Road,"Pizza,Fast Food Restaurants,Take Out Restaurants,Restaurants",Chicago,"Pizza,Take Out,Fast Food Restaurants,Take Out Restaurants,Fast Food,Chicken,Restaurants",41.80035,-87.72289,Pizza Hut,"Archer Heights,Southwest Side,West Elsdon",60632
1601 N Western Avenue,"Pizza,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Chicken,Family Style Restaurants,Restaurants",41.91043,-87.68706,Pizza Hut,"Northwest Side,Bucktown",60647
2337 W Cermak Road,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken Restaurants,Restaurants",Chicago,"Pizza,Take Out,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Fast Food,Food Delivery Service,Chicken,Chicken Restaurants,Delivery,Restaurants",41.85196,-87.6849,Pizza Hut,"Heart of Italy,Pilsen,West Side",60608
5240 N Pulaski Road,"Pizza,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Chicken,Family Style Restaurants,Restaurants",41.97662,-87.7284,Pizza Hut,"North Park,Northwest Side",60630
4925 W North Avenue,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken Restaurants,Family Style Restaurants,Restaurants",Chicago,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken,Chicken Restaurants,Family Style Restaurants,Restaurants",41.90948,-87.74989,Pizza Hut,"North Austin,Northwest Side,Austin",60639
3045 N Pulaski Rd,"Pizza,Carry-out food,Pizza Restaurants,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Restaurants,Restaurants,Pizza Delivery",Chicago,"Pizza,Take Out Restaurants,Restaurants,Fast Food Restaurants",41.93663,-87.72701,Pizza Hut,"Logan Square,Northwest Side",60641
5240 N Pulaski Rd Ste A,"Carry-out food,Caterers,Restaurant delivery service,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Barbecued poultry,Barbecue,Spare rib restaurants,Chicken restaurants",Chicago,"White Pizza,Take Out,Take Out Restaurants,Fast Food Restaurants,Fast Food,Family Style Restaurants,Desserts,Restaurants,Pizza,Family Style,Wings,Hoagies / Grinders / Subs / Gyros,Deep Skillet / Pan Pizza,French Fries / Onion Rings,Salads,Soups,Pasta,Burgers / Hot Dogs",41.97662,-87.7284,Pizza Hut,"North Park,Northwest Side",60630
3216 N Kimball Ave,"Carry-out food,Pizza Restaurants,Caterers,Restaurant delivery service,Fast Food,Take Out Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza Delivery,Pizza,Restaurant,Barbecue,Pizza Place,Family Restaurants",Chicago,"White Pizza,Fast Food,Fast Food Restaurants,Desserts,Pizza,Wings,Hoagies / Grinders / Subs / Gyros,Deep Skillet / Pan Pizza,French Fries / Onion Rings,Italian Cuisine,Salads,Soups,Pasta,Burgers / Hot Dogs",41.939921,-87.712511,Pizza Hut,"Avondale, Northwest Side",60618
5320 N Broadway Street,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken Restaurants,Restaurants",Chicago,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken,Chicken Restaurants,Restaurants",41.97879,-87.66006,Pizza Hut,"North Side,Edgewater,LakewoodBalmoral",60640
4019 E 106th Street,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken Restaurants,Restaurants",Chicago,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken,Chicken Restaurants,Restaurants",41.70244,-87.52611,Pizza Hut,"East Side,Far South Chicago",60617
3009 N Clark St,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Food Delivery Service,Home delivery beer and beverages,Chicken Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Barbecue Restaurants,Food & Beverage Delivery Services,Catering",Chicago,"Pizza,Take Out Restaurants,Food Delivery Service,Chicken Restaurants,Fast Food Restaurants,Restaurant Delivery Service,Restaurants,Delivery,Chicken,Take Out,Fast Food",41.93784,-87.648966,Pizza Hut,"Lakeview,North Side,Lake View East,Lakeview, North Side, Lake View East",60657
4925 W North Ave,"Carry-out food,Pizza Restaurants,Take Out,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Fast Food,Home delivery beer and beverages,Food Delivery Service,Chicken Restaurants,Family Style Restaurants,Restaurants,Pizza Delivery,Pizza,Restaurant,Pizza Place,Barbecue,Concession Stands",Chicago,"White Pizza,Take Out,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Fast Food,Food Delivery Service,Chicken Restaurants,Family Style Restaurants,Desserts,Restaurants,Pizza,Family Style,Wings,Hoagies / Grinders / Subs / Gyros,Deep Skillet / Pan Pizza,French Fries / Onion Rings,Salads,Soups,Chicken,Pasta,Delivery,Burgers / Hot Dogs",41.9092,-87.7496,Pizza Hut,"North Austin,Northwest Side,Austin",60639
3451 W Devon Ave,"Pizza Restaurants,Take Out,Carry-out food,Caterers,Restaurant delivery service,Fast Food,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza Delivery,Pizza,Restaurant,Pizza Place,Concession Stands,Family Restaurants",Chicago,"Fast Food,Pizza,Restaurants,Take Out Restaurants,Family Style Restaurants,Family Style,Take Out,Fast Food Restaurants",41.997032,-87.71609,Pizza Hut,"North Park,Northwest Side,Pulaski Park,North Park, Northwest Side, Pulaski Park",60659
3009 N Clark Street,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken Restaurants,Restaurants",Chicago,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken,Chicken Restaurants,Restaurants",41.93678,-87.648,Pizza Hut,"North Side,Lakeview,Lake View East",60657
3451 W Devon Avenue,"Pizza,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Chicken,Family Style Restaurants,Restaurants",41.99722,-87.71563,Pizza Hut,"North Park,Northwest Side,Pulaski Park",60659
1225 W Fullerton Avenue,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken Restaurants,Restaurants",Chicago,"Pizza,Take Out,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Fast Food,Food Delivery Service,Chicken,Chicken Restaurants,Delivery,Restaurants",41.92515,-87.6599,Pizza Hut,"North Side,DePaul,Sheffield",60614
5109 S Pulaski Rd,"Carry-out food,Caterers,Restaurant delivery service,American restaurants,Fast Food,Fast Food Restaurants,Take Out Restaurants,Karaoke,Home delivery beer and beverages,Restaurants,Pizza,Restaurant,Pizza Place Archer Heights,Pizza Place",Chicago,"Fast Food,Pizza",41.800636,-87.723296,Pizza Hut,"Southwest Side, Archer Heights, West Elsdon",60632
5320 N Broadway St,"Pizza,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Food Delivery Service,Chicken Restaurants,Restaurants",Chicago,"Pizza,Take Out,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Fast Food,Food Delivery Service,Chicken,Chicken Restaurants,Delivery,Restaurants",41.97879,-87.66006,Pizza Hut,"North Side,Edgewater,LakewoodBalmoral,North Side, Edgewater",60640
2042 W 47th St,"Carry-out food,Pizza Restaurants,Take Out,Caterers,Restaurant delivery service,Karaoke,Fast Food,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza Delivery,Pizza,Restaurant,Pizza Place,Barbecue,Concession Stands",Chicago,"Pizza,Fast Food,Take Out Restaurants,Chicken,Family Style Restaurants,Restaurants",41.80856,-87.67671,Pizza Hut,"Southwest Side,Back of the Yards,Back of the Yards, Southwest Side",60609
47 W 79th St,"Carry-out food,Caterers,Restaurant delivery service,Karaoke,Fast Food,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Restaurants,Pizza,Restaurant,American Restaurants,Barbecued poultry,Delivery service,Pizza Place,Barbecue,Spare rib restaurants,Chicken restaurants",Chicago,"Pizza,American Restaurants,Fast Food,Take Out Restaurants,Chicken,Restaurants",41.75084,-87.6265,Pizza Hut,"South Side,South Side, West Chatham,West Chatham",60620
10337 S Kedzie Ave,"Restaurant,Italian,Caterers,Steak Houses,Steak and chop restaurants,Fast Food Restaurants,Restaurants,Italian Restaurants",Chicago,"Italian,Italian Restaurants",41.704926,-87.70131,Pop's Italian Beef,"Far South Chicago, Mount Greenwood",60655
S Kedzie Avenue,"American Restaurants,Caterers,Steak Houses,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Italian Restaurants",Chicago,"Caterers,Italian,American,Burgers,Fast Food Restaurants,Fast Food,European,Restaurants,Italian Restaurants,American Restaurants,Steak Houses,Continental,Hot Dogs,Steakhouse,Hamburgers and Hot Dogs",41.70502,-87.70123,Pop's Italian Beef,"Far South Chicago,Mount Greenwood",60655
10331 S Kedzie Ave,"Carry-out food,Take Out,Caterers,Barbecued poultry,Fast Food Restaurants,Take Out Restaurants,Barbecue,Spare rib restaurants,Chicken restaurants,Restaurants,Chicken Take Out",Chicago,Take Out Restaurants,41.705693,-87.701145,Popeye's Louisiana Kitchen,"Far South Chicago, Mount Greenwood",60655
1949 W Fullerton Ave,"Carry-out food,Fried Chicken Joint,Barbecued poultry,Fast Food Restaurant,Barbecue,Spare rib restaurants,Chicken restaurants,Restaurants,Cajun / Creole Restaurant",Chicago,Chicken Restaurants,41.9248048,-87.67759944,Popeyes Louisiana Kitchen,"Northwest Side, Bucktown",60614
4431 S Archer Ave,"Take Out,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants,Chicken Take Out",Chicago,Take Out Restaurants,41.812636,-87.706386,Popeyes Louisiana Kitchen,"Southwest Side, Brighton Park",60632
4604 N Broadway St,"fried chicken joint,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants",Chicago,Restaurants,41.96542,-87.657486,Popeyes Louisiana Kitchen,"Far North Side, Uptown,North Side, Uptown",60640
17 S Wabash Ave,"Take Out,Fried Chicken Joint,Fast Food Restaurant,Fast Food Restaurants,Chicken Restaurants,Fried Chicken Joint and Fast Food Restaurant,Restaurants,Chicken Take Out",Chicago,Restaurants,41.881608,-87.626131,Popeyes Louisiana Kitchen,"Central Chicago, The Loop",60603
616 E 103rd St,"Restaurant,Carry-out food,Chain Restaurant,Barbecued poultry,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Barbecue,Spare rib restaurants,Restaurants",Chicago,"Chain Restaurant,Restaurants",41.70741,-87.60813,Popeyes Louisiana Kitchen,"Far South Chicago, Rosemoor, Roseland",60628
5353 N Harlem Avenue,"Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Chicago,"Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants,Chicken,Take Out,Fast Food",41.97865,-87.80667,Popeyes Louisiana Kitchen,"Union Ridge,Northwest Side,Norwood Park",60656
5500 W North Ave,"Take Out,Fried Chicken Joint,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants,Chicken Take Out",Chicago,Chicken Restaurants,41.909644,-87.76332,Popeyes Louisiana Kitchen,"North Austin, Northwest Side, Austin",60639
1 N La Salle St,"Restaurant,Take Out,Deli & Sandwich,Fast Food,Fast Food Restaurants,Restaurants,Sandwich Shops",Chicago,"Fast Food,Deli and Sandwich,Sandwiches/Subs",41.88228,-87.63241,Potbelly Sandwich Works,Chicago,60602
5428 S Lake Park Ave,"Restaurant,American Restaurants,Delicatessens,Deli & Sandwich,American Restaurant,wich Place,Fast Food,Fast Food Restaurants,Restaurants,Sandwich Shops",Chicago,"Fast Food,Deli and Sandwich,Delicatessens",41.79672,-87.58732,Potbelly Sandwich Works,"Far South Chicago, Hyde Park",60615
9501 S Western Ave,"American Restaurants,Restaurant,Delicatessens,Fast Food Restaurants,Sandwich Place Beverly,Sandwich Place,Restaurants,Sandwich Shops",Chicago,Delicatessens,41.72071,-87.681854,Potbelly Sandwich Works,"Far South Chicago, Beverly",60643
520 N Michigan Avenue,"American Restaurants,Delicatessens,Fast Food Restaurants,Restaurants,Sandwich Shops",Chicago,"American Restaurants,Delicatessens,American,Fast Food Restaurants,Fast Food,Sandwiches,Restaurants,Deli,Sandwich Shops",41.89149,-87.62432,Potbelly Sandwich Works,"Near North Side,Streeterville,Central Chicago",60611
225 S Canal Street,"Fast Food Restaurants,Health Food Restaurants,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Health Food Restaurants,Restaurants,Take Out Restaurants",41.87901,-87.63946,Pret A Manger,"Central Chicago,West Loop",60606
500 W Madison Street,"Fast Food Restaurants,Restaurants,Sandwich Shops,Seafood Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Restaurants,Sandwich Shops,Seafood Restaurants,Take Out Restaurants",41.88235,-87.64047,Pret A Manger,"Central Chicago,West Loop",60661
58 E Randolph Street,"Mexican Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Chicago,"Mexican Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants,Mexican,Fast Food,Latin American,Omelets",41.8846,-87.62609,QDOBA Mexican Eats,"Central Chicago,The Loop",60601
5155 N Western Avenue,"Take Out Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Take Out Restaurants,Fast Food Restaurants,Restaurants,Take Out,Fast Food",41.97567,-87.68876,Quick Bite Carry Outs,"North Side,Ravenswood",60625
2056 N Lincoln Park W,"American Restaurants,Caterers,Bar and Grills,American Restaurant,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Dessert Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants,Italian Restaurants,Sandwich Shops",Chicago,"Caterers,Breakfast,Italian,American,Burgers,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Fast Food,Vegetarian Friendly,Family Style Restaurants,European,Brunch and Lunch,Dessert,Restaurants,Italian Restaurants,Family Style,American Restaurants,Bar and Grills,Continental,Hot Dogs,Dessert Restaurants,Hamburgers and Hot Dogs,Sandwiches,Sandwich Shops",41.9198,-87.63668,R.J. Grunts,"North Side,Lincoln Park",60614
2653 W Cermak Road,"American Restaurants,Take Out Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"American Restaurants,Take Out,American,Burgers,Hot Dogs,Take Out Restaurants,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",41.85167,-87.69261,Raymond's Hamburgers,"West Side,Little Village",60608
1823 W 87th St,"Restaurant,Fast Food Restaurant Gresham,Delicatessens,Fast Food Restaurant,American restaurants,Restaurants",Chicago,"Wings, Sandwiches, Seafood",41.735639,-87.668735,Reese's Fast Food,new-city-chatham,60620
340 W 83rd Street,"Pizza,Fast Food Restaurants,Restaurants,Italian Restaurants",Chicago,"Pizza,Italian,Continental,Fast Food Restaurants,Fast Food,European,Restaurants,Italian Restaurants",41.74395,-87.63362,Reggio's Pizza,"South Side,West Chatham",60620
7601 S Cicero Avenue,"Fast Food Restaurants,Japanese Restaurants,Restaurants",Chicago,"Fast Food Restaurants,Japanese Restaurants,Restaurants,Japanese,Asian,Fast Food",41.74539,-87.71352,Sarku Japan,Ford City,60652
100 W Randolph St,"Pizza,Restaurant,Pizza Restaurants,Take Out,Chain Restaurant,Pasta Restaurants,Fast Food Restaurants,Family Style Restaurants,Pizza Place,Restaurants,Italian Restaurants",Chicago,"Pizza,Chain Restaurant,Italian,Fast Food Restaurants",41.885179,-87.631872,Sbarro,"Central Chicago, The Loop",60601
333 S State St,"Pizza,Restaurant,Chain Restaurant,Fast Food Restaurants,Pizza Place,Family Style Restaurants,Restaurants,Italian Restaurants",Chicago,"Pizza,Chain Restaurant,Italian",41.877291,-87.627759,Sbarro,"Central Chicago, The Loop",60604
