address,categories,city,cuisines,latitude,longitude,name,neighborhoods,postalCode
101 E 35TH St,"Carry-out food,Fast Food Restaurants,Take Out Restaurants,Fast Food,Debit Card Accepted,Chicken Restaurants,Carry Out,Family-Friendly Dining,Restaurants,Mastercard Accepted,Visa Accepted,Barbecued poultry,Fast Food Restaurant,Traditional American,Cheap Eats,Lunch Spot,Chicken,Barbecue,Southern,Spare rib restaurants,Catering",Chicago,"Traditional American,Fast Food,Take Out Restaurants,Chicken,Southern",41.831,-87.6232,Church's Chicken,"South Side, Douglas, Bronzeville",60616
6849 S Western Avenue,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants,Chicken,Take Out,Fast Food",41.76897,-87.68323,Church's Chicken,"South Side,West Englewood",60636
200 E 103rd Street,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants,Chicken,Take Out,Fast Food",41.70751,-87.61828,Church's Chicken,"Far South Chicago,Rosemoor,Roseland",60628
5840 W 63rd St,"Pizza,Restaurant,Caterers,Italian,Fast Food,Restaurants,Italian Restaurants",Chicago,"Caterers,Italian,Open For Lunch and Dinner,Pizza By The Slice,Fast Food,European,Restaurants,Italian Restaurants,Pizza,Thin Crust Pizza,Continental,Salads,Soups,Pasta,Hot  Cold Sandwiches,Famous Stuffed Pizza",41.77819,-87.76805,Cipriani's Pizza,"Clearing,Southwest Side",60638
7616 W Belmont Avenue,"Fast Food Restaurants,Mexican Restaurants,Restaurants",Chicago,"Fast Food Restaurants,Mexican Restaurants,Restaurants",41.93821,-87.81726,Del Taco,"Belmont Heights,Northwest Side",60634
3257 W 26th Street,"Take Out Restaurants,American Restaurants,Caterers,Fast Food Restaurants,Pizza,Restaurants",Chicago,"Take Out Restaurants,American Restaurants,Caterers,Fast Food Restaurants,Pizza,Restaurants,American,Take Out,Fast Food",41.84434,-87.7072,Dennis Carry-Outs,"West Side,Little Village",60623
767 S State Street,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Barbecue Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"American Restaurants,Hot Dog Stands and Restaurants,American,Burgers,Hot Dogs,Fast Food Restaurants,Fast Food,Barbecue Restaurants,Barbecue,Hamburgers and Hot Dogs,Restaurants",41.87207,-87.6271,Devil Dawgs,"South Loop,Central Chicago",60605
4135 S Archer Avenue,"Take Out Restaurants,American Restaurants,Caterers,Fast Food Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Latin American Restaurants,Mediterranean Restaurants,Mexican Restaurants,Restaurants",Chicago,"Take Out Restaurants,American Restaurants,Caterers,Fast Food Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Latin American Restaurants,Mediterranean Restaurants,Mexican Restaurants,Restaurants,Burgers,Mediterranean,American,Mexican,Take Out,Hot Dogs,Fast Food,Latin American",41.81823,-87.6973,Dino's Carry Outs,"Southwest Side,Brighton Park",60632
5016 S Pulaski Rd,"Pizza,Restaurant,Take Out,Pizza Restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food,Pizza Place,Restaurants,Pizza Delivery",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Fast Food,Restaurants",41.8017,-87.7235,Domino's Pizza,"Southwest Side,Archer Heights",60632
3144 W Devon Ave,"Take Out,Pizza Restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food,Pizza Place West Ridge,Chicken Restaurants,Restaurants,Pizza Delivery,Pizza,Restaurant,Pizza Place,Food & Beverage Delivery Services",Chicago,"Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food",41.9973,-87.7087,Domino's Pizza,"West Ridge,North Side,West Ridge, North Side",60659
5401 S Harlem Ave,"Pizza,Restaurant,Take Out,Pizza Restaurants,Pizza Place Garfield Ridge,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants,Pizza Delivery",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",41.79402,-87.801286,Domino's Pizza,"Garfield Ridge,Southwest Side",60638
1415 W Irving Park Rd,"Pizza,Restaurant,Take Out Restaurants,Fast Food Restaurants,Fast Food,Pizza Place,Restaurants",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Fast Food,Restaurants",41.9543,-87.665,Domino's Pizza,"North Side,Lakeview",60613
1234 S Canal St,"Pizza,Restaurant,Take Out,Pizza Restaurants,Pizza Place South Loop,Take Out Restaurants,Fast Food Restaurants,Fast Food,Pizza Place,Chicken Restaurants,Food & Beverage Delivery Services,Restaurants",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Fast Food,Restaurants",41.866745,-87.639206,Domino's Pizza,"Central Chicago,South Loop,Central Chicago, South Loop",60607
5410 W Devon Ave,"Pizza,Restaurant,Take Out,Pizza Restaurants,Pizza Place Edgebrook,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants,Pizza Delivery",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",41.99743,-87.76433,Domino's Pizza,"Edgebrook,Northwest Side",60646
143 W Division St,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Fast Food,Pizza Place,Restaurants",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Fast Food,Restaurants",41.9038,-87.6332,Domino's Pizza,"Central Chicago,Near North Side",60610
2401 N Clybourn Ave,"Pizza,Restaurant,Take Out,Pizza Restaurants,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Food & Beverage Delivery Services,Chicken Restaurants,Restaurants",Chicago,"Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants",41.92543,-87.66932,Domino's Pizza,"DePaul,North Side,Lathrop",60614
901 W Madison St,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Chicago,"Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants",41.8816,-87.6499,Domino's Pizza,"Near West Side,West Side",60607
5008 N Pulaski Rd,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Fast Food,Pizza Place,Restaurants",Chicago,"Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food",41.9723,-87.7286,Domino's Pizza,"North Mayfair,Northwest Side",60630
4608 W Fullerton Ave,"Pizza,Restaurant,Take Out,Pizza Restaurants,Pizza Place Kelvin Park,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Fast Food,Pizza Place,Restaurants,Pizza Delivery",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Fast Food,Restaurants",41.9247,-87.742,Domino's Pizza,"Belmont Gardens,Kelvin Park,Northwest Side",60639
321 E 35th Street,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Pizza,Take Out,Take Out Restaurants,Fast Food Restaurants,Fast Food,Restaurants",41.83099,-87.61853,Domino's Pizza,"South Side,Bronzeville,Douglas,The Gap",60616
1453 E Hyde Park Boulevard,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",41.80239,-87.59042,Domino's Pizza,"Hyde Park,Far South Chicago",60615
8151 S Cottage Grove Avenue,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Pizza,Take Out,Take Out Restaurants,Fast Food Restaurants,Fast Food,Restaurants",41.74604,-87.60494,Domino's Pizza,"South Side,Chatham,East Chatham",60619
2306 W 95th Street,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",Chicago,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants,Take Out,Fast Food",41.72111,-87.68021,Domino's Pizza,"Beverly,Far South Chicago",60643
4323 S Ashland Avenue,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",41.81483,-87.66499,Domino's Pizza,"Southwest Side,Back of the Yards",60609
2508 W Cermak Road,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",41.85205,-87.68847,Domino's Pizza,"West Side,Little Village",60608
1234 S Canal Street,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",Chicago,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",41.866,-87.63933,Domino's Pizza,"Central Chicago,South Loop",60607
800 N Kedzie Avenue,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",Chicago,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",41.89567,-87.70665,Domino's Pizza,"Humboldt Park,Northwest Side",60651
2331 W Madison Street,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",Chicago,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",41.88112,-87.68533,Domino's Pizza,"Near West Side,West Side",60612
3103 N Clark Street,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",41.93792,-87.64889,Domino's Pizza,"North Side,Lakeview,Lake View East",60657
321 E 35th St,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",41.83099,-87.61853,Domino's Pizza,"South Side,Bronzeville,Douglas",60616
1453 E Hyde Park Blvd,"Pizza,Restaurant,Take Out,Pizza Restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food,Pizza Place,Food & Beverage Delivery Services,Chicken Restaurants,Restaurants",Chicago,"Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food",41.802217,-87.589721,Dominos Pizza,"Far South Chicago,Hyde Park",60615
2455 W Fullerton Ave,"Pizza,Restaurant,Take Out Restaurants,Fast Food Restaurants,Fast Food,Pizza Place,Restaurants",Chicago,"Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food",41.924544,-87.68959,Dominos Pizza,"Northwest Side,Logan Square,Northwest Side, Logan Square",60647
3336 N Harlem Ave,"Pizza,Restaurant,Take Out Restaurants,Fast Food Restaurants,Fast Food,Pizza Place,Restaurants",Chicago,"Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food",41.940922,-87.807206,Dominos Pizza,"Belmont Heights,Northwest Side",60634
4039 W 26th St,"Take Out,Pizza Restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food,Chicken Restaurants,Restaurants,Pizza Delivery,Pizza,Restaurant,Pizza Place Little Village,Food & Beverage Delivery Services,Pizza Place",Chicago,"Pizza,Restaurants,Take Out Restaurants,Fast Food Restaurants,Fast Food",41.844031,-87.726171,Dominos Pizza,"West Side,Little Village,West Side, Little Village",60623
4759 S Central Avenue,"American Restaurants,Caterers,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"American Restaurants,Caterers,American,Burgers,Hot Dogs,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",41.80561,-87.76231,Donald's Famous Hot Dogs,"Southwest Side,Garfield Ridge",60638
8753 S Stony Island Ave,"Coffee Shop,Bagels,Donut Shops,Donut Shop and Coffee Shop,Donuts,Doughnuts,Fast Food,Restaurants,Coffee house and espresso bar restaurants,Donut Shop,Restaurant,Coffee Shops,Coffee Retail,Coffee & Tea Shops,Bakeries,Coffee & Espresso Restaurants",Chicago,"Fast Food,Coffee Shops",41.735287,-87.584904,Dunkin Donuts,"Calumet Heights, Far South Chicago",60617
9802 S Halsted St,"Donut Shop,Restaurant,Coffee Shop,Bagels,Donut Shops,Donut Shop and Coffee Shop,Fast Food,Bakeries,Coffee & Espresso Restaurants,Restaurants",Chicago,"Fast Food,Donut Shops",41.715418,-87.643237,Dunkin Donuts,"Longwood Manor, South Side",60628
2340 W 52nd St,"Coffee Shop,Bagels,Donut Shops,Donut Shop and Coffee Shop,Donuts,Fast Food,Donut Shop and Coffee Shop Gage Park,Restaurants,Donut Shop,Restaurant,Coffee Retail,Coffee & Tea Shops,Dessert Shops,Coffeehouses,Diners,Doughnut Shops,Bakeries,Coffee & Espresso Restaurants,Donut Shop and Coffee Shop Chicago Lawn",Chicago,"Fast Food,Donut Shops",41.7989,-87.6834,Dunkin' Donuts,"Southwest Side, Gage Park",60609
2477 S Archer Ave,"Coffee Shop,Bagels,American,Donut Shops,Fast Food,Restaurants,Donut Shop,Restaurant,Dessert Shops,Coffeehouses,Diners,Doughnut Shops,Bakeries,Coffee & Espresso Restaurants",Chicago,"American,Fast Food,Donut Shops",41.8471,-87.646,Dunkin' Donuts,"Bridgeport, Southwest Side",60616
5448 S Pulaski Rd,"Coffee Shop,Bagels,Donut Shops,Donuts,Fast Food,Restaurants,Donut Shop,Restaurant,Coffee Retail,Coffee & Tea Shops,Dessert Shops,Coffeehouses,Diners,Doughnut Shops,Bakeries,Coffee & Espresso Restaurants",Chicago,"Fast Food,Donut Shops",41.7936,-87.7236,Dunkin' Donuts,"West Elsdon, Southwest Side",60632
6100 S Western Ave,"Coffee Shop,Bagels,Donut Shops,Donuts,Doughnuts,Fast Food,Food products,Restaurants,Coffee house and espresso bar restaurants,Donut Shop,Restaurant,Coffee Retail,Coffee & Tea Shops,Bakeries,Coffee & Espresso Restaurants,Donut Shop and Coffee Shop Chicago Lawn",Chicago,"Fast Food,Donut Shops",41.78278,-87.683825,Dunkin' Donuts,"South Side, West Englewood",60636
6045 N Cicero Ave,"Restaurant,American Restaurants,Caterers,Breakfast & Brunch,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Breakfast and Brunch,Fast Food Restaurants,Hamburgers and Hot Dogs,American Restaurants,Caterers,Restaurants,Burgers,American,Hot Dogs,Fast Food",41.99122,-87.74831,Edens Fast Food Restaurant,"Northwest Side,Sauganash",60646
5225 S Harper Court,"Bagels,Coffee and Tea,Fast Food,Breakfast Brunch and Lunch Restaurants,,Lunch Restaurants,Restaurants",Chicago,"Bagels,Breakfast Brunch and Lunch Restaurants,,Restaurants",41.79996,-87.58805,Einstein Bros Bagels,"Hyde Park,Far South Chicago",60615
936 W Addison Street,"Mexican Restaurants,Fast Food Restaurants,Latin American Restaurants,Restaurants,Spanish Restaurants,Take Out Restaurants",Chicago,"Mexican Restaurants,Fast Food Restaurants,Latin American Restaurants,Restaurants,Spanish Restaurants,Take Out Restaurants,Spanish,Mexican,Take Out,Fast Food,Latin American,European,Continental",41.94731,-87.65346,El Burrito Mexicano,"Wrigleyville,North Side,Lakeview",60613
4011 N Elston Avenue,"Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Fast Food Restaurants,Latin American Restaurants,Restaurants",Chicago,"Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Fast Food Restaurants,Latin American Restaurants,Restaurants,Family Style,Take Out,Fast Food,Breakfast,Brunch and Lunch,Latin American",41.95424,-87.7194,El Llano Restaurant,"Albany Park,Northwest Side,Irving Park",60618
1959 W Chicago Ave,"Natural food restaurants,Mexican,Caterers,Mexican Restaurants,Take Out Restaurants,Latin American Restaurants,Restaurants,Mexican Restaurant,Juice bars,Restaurant,Vegetarian restaurants,Fast Food Restaurant,Health food restaurants,Street Food & Stands",Chicago,"Mexican,Street Food and Stands,Latin American Restaurants",41.895825,-87.677047,El Metro,"East Ukrainian Village, Northwest Side",60622
1000 W North Avenue,"American Restaurants,Restaurant Delivery Service,Fast Food Restaurants,Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Hamburgers and Hot Dogs,Restaurants",Chicago,"Take Out,Breakfast,American,Restaurant Delivery Service,Burgers,Fast Food Restaurants,Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food,Brunch and Lunch,Restaurants,American Restaurants,Hot Dogs,Delivery,Hamburgers and Hot Dogs",41.9111,-87.65344,Epic Burger,"North Side,DePaul,Central Chicago,Goose Island,Ranch Triangle",60642
517 S State Street,"American Restaurants,Caterers,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Caterers,Breakfast,American,Burgers,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food,Family Style Restaurants,Brunch and Lunch,Restaurants,Family Style,American Restaurants,Hot Dogs,Hamburgers and Hot Dogs",41.87523,-87.627625,Epic Burger,"South Loop,Central Chicago,Printers Row",60605
227 E Ontario St Ste B,"American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"American Restaurants,American,Burgers,Hot Dogs,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",41.89314,-87.62161,Epic Burger,"Near North Side,Streeterville,Central Chicago",60611
3332 W 63rd Street,"Mexican Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Mexican Restaurants,Fast Food Restaurants,Restaurants,Mexican,Fast Food,Latin American",41.77919,-87.70689,Fast Food El Mexicano,"Chicago Lawn,Marquette Park,South Side",60629
229 S Western Avenue,"Take Out Restaurants,Dessert Restaurants,Family Style Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Pizza,Restaurants",Chicago,"Take Out Restaurants,Dessert Restaurants,Family Style Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Pizza,Restaurants",41.87817,-87.68636,Felony Franks,"West Side,Near West Side",60612
7832 S Ashland Avenue,"Hamburgers and Hot Dogs,American Restaurants,Fast Food Restaurants,Restaurants",Chicago,"Hamburgers and Hot Dogs,American Restaurants,Fast Food Restaurants,Restaurants,Burgers,American,Hot Dogs,Fast Food",41.75119,-87.66359,Fiesta Burger Heaven,"Gresham,South Side",60620
720 E 75th Street,"American Restaurants,Caterers,Bakery Restaurants,Fast Food Restaurants,Take Out Restaurants,Bakeries,Barbecue Restaurants,Chicken Restaurants,Restaurants,Italian Restaurants",Chicago,"Barbecue Restaurants,American Restaurants,Caterers,Chicken Restaurants,Fast Food Restaurants,Italian Restaurants,Restaurants,Take Out Restaurants,Barbecue,Chicken,American,Take Out,Fast Food,Italian,European,Continental",41.75861,-87.60688,Firehouse Bakery and Grill,"Park Manor,South Side",60619
6477 N Sheridan Rd,"Restaurant,Burger Joint,Burgers,American Restaurant,Fast Food Restaurant,Fast Food,Hamburgers,Restaurants",Chicago,"Fast Food,Burgers,Hamburgers",42.000222,-87.660707,Five Guys,Rogers Park,60626
1456 E 53rd Street,"Hamburgers and Hot Dogs,Fast Food Restaurants,Restaurants",Chicago,"Hamburgers and Hot Dogs,Fast Food Restaurants,Restaurants,Burgers,American,Hot Dogs,Fast Food",41.79959,-87.58999,Five Guys Burgers Fries,"Far South Chicago,Hyde Park",60615
1058 W Polk Street,"Italian Restaurants,Bakeries,Caterers,Delicatessens,Dessert Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Chicago,"Italian Restaurants,Bakeries,Caterers,Delicatessens,Dessert Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants,Deli,Take Out,Fast Food,Italian,Dessert,European,Continental",41.87206,-87.65343,Fontano Foods,"West Side,University Village Little Italy",60607
3550 N Harlem Ave,"Hot Dog Joint,Restaurant,American,Greek Restaurants,American restaurants,Fast Food,Karaoke,Barbecue Restaurants,Hamburgers and Hot Dogs,Restaurants,Chinese restaurants",Chicago,"American,Greek Restaurants,Fast Food,Barbecue Restaurants,Barbecue,Hamburgers and Hot Dogs,Greek,Restaurants",41.944569,-87.806978,Franksville,"Northwest Side,Belmont Heights",60634
701 W 31st Street,"Pizza,American Restaurants,Hot Dog Stands and Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Italian Restaurants,Sandwich Shops",Chicago,"Take Out,Italian,American,Take Out Restaurants,Fast Food Restaurants,Fast Food,European,Restaurants,Italian Restaurants,Pizza,American Restaurants,Hot Dog Stands and Restaurants,Continental,Hot Dogs,Sandwiches,Sandwich Shops",41.83783,-87.644,Freddie's,"Bridgeport,Southwest Side",60616
1876 N Damen Avenue,"American Restaurants,Caterers,Hot Dog Stands and Restaurants,Take Out Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"American Restaurants,Take Out,Caterers,Hot Dog Stands and Restaurants,American,Burgers,Hot Dogs,Take Out Restaurants,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",41.91604,-87.67789,George's Hot Dogs,"Northwest Side,Bucktown",60647
335 W 31st Street,"Steak Houses,American Restaurants,Barbecue Restaurants,Caterers,Fast Food Restaurants,Restaurants",Chicago,"Steak Houses,American Restaurants,Barbecue Restaurants,Caterers,Fast Food Restaurants,Restaurants",41.83792,-87.63547,Ginos Steaks Truck Chicago,"Armour Square,Southwest Side",60616
225 S Canal Street,"American Restaurants,Hot Dog Stands and Restaurants,Seafood Restaurants,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants",Chicago,"Take Out,American,Burgers,Seafood,Fast Food Restaurants,Take Out Restaurants,Fast Food,Family Style Restaurants,Restaurants,Family Style,American Restaurants,Hot Dog Stands and Restaurants,Seafood Restaurants,Hot Dogs,Hamburgers and Hot Dogs",41.87901,-87.63946,Gold Coast Dogs,"Central Chicago,The Loop,West Loop",60606
1422 W Morse Ave,"Greek Restaurants,Restaurant Delivery Service,Food Delivery,Fast Food Restaurants,Carry Out,Burger Joint and American Restaurant Rogers Park,Open 7 Days,Visa Accepted,Burger Joint,People Watching,Cheap Eats,American Restaurant,Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Family-Friendly Dining,Restaurants,Mastercard Accepted,Burger Joint and American Restaurant,Restaurant,Mediterranean,Mediterranean Restaurants,Lunch Spot,Local Favorite,Hamburgers and Hot Dogs,Hidden Find",Chicago,"Take Out,Breakfast,American,Greek Restaurants,Restaurant Delivery Service,Burgers,Take Out Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food Restaurants,Fast Food,Family Style Restaurants,Brunch and Lunch,European,Restaurants,Family Style,Mediterranean,Mediterranean Restaurants,Continental,Hot Dogs,Delivery,Hamburgers and Hot Dogs,Greek",42.008,-87.6669,Grill Inn,"North Side,Rogers Park",60626
1901 W 87th St,"BBQ Joint,Fast Food Restaurants,Restaurants",Chicago,Fast Food Restaurants,41.73561,-87.670444,Gyro House Steak Lemonade,"South Side, Gresham",60620
2826 N Lincoln Avenue,"Greek Restaurants,Fast Food Restaurants,Mediterranean Restaurants,Restaurants",Chicago,"Greek Restaurants,Fast Food Restaurants,Mediterranean Restaurants,Restaurants,Mediterranean,Greek,Fast Food,European,Continental",41.93306,-87.65986,Gyros On The Spit,"North Side,Lakeview",60657
1052 E 47th Street,"Fast Food Restaurants,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Restaurants,Take Out Restaurants,Take Out,Fast Food",41.8097,-87.59953,Hamburger Heaven,"Bronzeville,North Kenwood,South Side,Kenwood",60653
5400 N Clark St,"American Express,Breweries and brew pubs,Burgers,Late Night Dining,American restaurants,Hamburger restaurants,Visa,MasterCard,New American Restaurants,Open 7 Days,Pubs,Burger Joint,People Watching,Certified Green Restaurant(R),Cheap Eats,Traditional American Restaurants,Hamburgers,Burger Joint and American Restaurant Andersonville,Hot dog restaurants,Outdoor Dining,American Restaurant,Fast Food,Family-Friendly Dining,Discover,Restaurants,Pizza,Restaurant,Certified Green Restaurant(r),Lunch Spot,Local Favorite,Hidden Find",Chicago,"Burger,New American,Bar,American,Burgers,Traditional American,Fast Food,Hamburgers",41.98,-87.6685,Hamburger Mary's,Andersonville,60640
8710 S Halsted St,"Pizza,fast food restaurant,Restaurants",Chicago,Pizza,41.7357,-87.64367,Happy's Pizza,"Auburn Gresham, Far southwest Side",60620
808 E 79th Street,"Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Chicago,"Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants,Chicken,Take Out,Fast Food",41.75137,-87.605,Harold's Chicken Shack,"Far South Chicago,Grand Crossing",60619
612 S Wabash Avenue,"Take Out Restaurants,Chicken Restaurants,Fast Food Restaurants,Restaurant Delivery Service,Restaurants",Chicago,"Take Out Restaurants,Chicken Restaurants,Fast Food Restaurants,Restaurant Delivery Service,Restaurants,Delivery,Chicken,Take Out,Fast Food",41.87422,-87.62605,Harold's Chicken Shack,"Central Chicago,South Loop",60605
1208 E 53rd St,"Restaurant,Seafood Restaurant,American,Fried Chicken Joint,Fast Food Restaurant,Restaurants",Chicago,"American Restaurants,American,Fast Food",41.799973,-87.59608,Harold's Chicken Shacks,"Far South Chicago, Hyde Park",60615
7116 S Yates Boulevard,"Fast Food Restaurants,Delicatessens,Restaurant Delivery Service,Restaurants,Take Out Restaurants",Chicago,"Fast Food Restaurants,Delicatessens,Restaurant Delivery Service,Restaurants,Take Out Restaurants,Deli,Delivery,Take Out,Fast Food",41.76569,-87.56657,Hoagy House,"Far South Chicago,South Shore",60649
2241 N Western Avenue,"Barbecue Restaurants,Caterers,Fast Food Restaurants,Restaurants,Take Out Restaurants",Chicago,"Barbecue Restaurants,Caterers,Fast Food Restaurants,Restaurants,Take Out Restaurants,Barbecue,Take Out,Fast Food",41.92292,-87.68745,Honey One Bbq,"Northwest Side,Bucktown",60647
6237 N Western Ave,"Hamburgers & Hot Dogs,Restaurant,American Restaurants,Mexican Restaurants,Breakfast & Brunch,Fast Food Restaurant,Fast Food Restaurant West Ridge,Latin American Restaurants,Restaurants",Chicago,"Breakfast and Brunch,Mexican Restaurants",41.994799,-87.689573,Hot Rod Grill,"West Ridge, North Side",60659
S Ewing Avenue,"Chinese Restaurants,Asian Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Chicago,"Chinese Restaurants,Asian Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants,Asian,Take Out,Fast Food,Chinese",41.70249,-87.53514,Hot Wok,"Far South Chicago,East Side",60617
331 S Franklin St,"Caterers,Restaurant Delivery Service,Food Delivery,Persian,Fast Food Restaurants,Health Food,Carry Out,Falafel Restaurant,Breakfast Brunch & Lunch Restaurants,,Middle Eastern Restaurant,Falafel,Take Out Restaurants,Health Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food,Moroccan,Restaurants,Mediterranean Restaurant,Restaurant,Mediterranean,Vegan Restaurants,Mediterranean Restaurants,Lunch Spot,Vegetarian Restaurants,Middle Eastern Restaurants",Chicago,"Take Out,Breakfast,Vegetarian,Restaurant Delivery Service,Persian,Take Out Restaurants,Fast Food Restaurants,Health Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Fast Food,Vegetarian Friendly,Brunch and Lunch,Restaurants,Vegan,Mediterranean,Vegan Restaurants,Middle Eastern,Mediterranean Restaurants,Halal,Delivery,Vegetarian Restaurants,Vegan Options,Healthy,Middle Eastern Restaurants",41.8772,-87.6348,I Dream of Falafel,"Central Chicago,The Loop,Central Chicago, The Loop",60606
1861 W 87th St,"Restaurant,Restaurant delivery service,Seafood Restaurants,Seafood Restaurant,Seafood restaurants,Crabs and crab houses,Seafood Restaurant and Fast Food Restaurant Gresham,Fast Food Restaurant,Fast Food Restaurants,Take Out Restaurants,Home delivery beer and beverages,Restaurants",Chicago,"Seafood,Take Out Restaurants",41.735584,-87.670425,J & J Fish,"South Side, Gresham",60620
1400 E 47th St,"Seafood Restaurant,Seafood Restaurants,Fast Food Restaurant,Seafood Restaurant and Fast Food Restaurant,Restaurants",Chicago,"Seafood Restaurants,Seafood",41.8097,-87.5925,J & J Fish,"Bronzeville, North Kenwood, South Side",60653
